2.60E-03,
8.60E-05,
3.80E-03,
1.00E-05,
1.40E-04,
2.60E-03,
8.60E-06,
3.80E-03,
1.00E-05,
1.40E-04,
2.60E-03,
3.80E-04,
3.80E-05,
1.90E-02,
1.40E-02,
1.03E-01,
2.81E-01,
3.47E+00,
