4.06E-02
2.51E-04
2.52E-03
2.16E-03
4.97E-02
3.60E-03
3.17E-04
2.61E-03
7.61E-04
1.19E-02
2.51E-03
5.52E-06
1.94E-02
1.94E-02
2.09E-02
3.76
1.52
3.74
