0.0076594,0.00038777,0.00062528,4.4213E-06,0.000021441,0.00032723,0.00024451,0.000031053,0.000024942,0.099998,0.00018612,2.9449E-06,0.096284,0.0040227,0.000036485,5.2543,1.3047,0.44751
0.0059223,0.00022477,0.00013959,0.00029318,0.1,0.00022753,0.00023354,1.0073E-06,1.0047E-06,0.03417,0.00015081,3.8327E-06,0.02996,0.099985,0.00051555,3.644,1.1054,0.21429
0.006742,0.00022617,0.00018677,0.00033369,0.098197,0.00022859,0.00023308,0.000001,0.000001,0.06362,0.00019999,2.6081E-06,0.036537,0.099853,0.00051983,6.0352,2.0046,3.7398
0.0090298,0.00022769,0.00020377,0.00056802,0.097674,0.00022785,0.00023435,1.0068E-06,1.2891E-06,0.038378,0.0002316,6.1293E-06,0.020387,0.099998,0.00082429,3.7027,1.1056,0.31667
0.0077949,0.00022729,0.00018874,0.00044654,0.1,0.00022865,0.00023525,1.3129E-06,1.8218E-06,0.011963,0.00022062,2.9584E-06,0.02263,0.099729,0.000739,3.6972,1.1056,0.28086
0.0082705,0.00022709,0.00024861,0.00044654,0.1,0.00022752,0.00023415,1.0851E-06,1.0751E-06,0.099202,0.000311,1.0057E-06,0.042124,0.099135,0.00082044,3.6658,1.1047,0.29539
0.0082815,0.0002273,0.0002363,0.00046191,0.099992,0.00022752,0.00023367,1.00E-06,1.00E-06,0.096009,0.00029556,1.00E-06,0.034672,0.098716,0.0008425,3.661,1.1053,0.29723
0.009977,0.00022759,0.00023002,0.000649,0.097976,0.00022739,0.00023369,0.000001,0.000001,0.099024,0.00024957,1.4678E-06,0.018406,0.09029,0.00090593,3.6935,1.1047,0.3476
0.0087666,0.00022736,0.00019787,0.00056045,0.1,0.00023283,0.00023221,2.4758E-06,1.0057E-06,0.085179,0.0002252,1.14E-06,0.017705,0.098137,0.00080225,3.6399,1.124,0.30839
0.0093835,0.00022792,0.00020633,0.00060889,0.1,0.00023126,0.00023322,1.4977E-06,1.0031E-06,0.083664,0.00024604,1.83E-06,0.018307,0.095931,8.90E-04,3.6904,1.1211,0.32965
0.0075076,0.0002261,0.00028626,0.0003233,0.099991,0.00022871,0.00023403,1.6636E-06,1.3065E-06,0.07504,0.000289,0.000001678,0.091517,0.039061,0.00029058,3.6564,1.1066,0.27568
